ORG_ID,ORG_FULL_NM,ORG_ABBREV_NM,URL_ADDR,CB_REGION_CD,MAIL_STREET_ADDR1,MAIL_STREET_ADDR2,MAIL_CITY,MAIL_STATE_CD,UNDERGRAD_GRADE_CD,GRAD_6_YR_RATE_PCT,ENROLL_UG_TOTAL_DEG
4438,College of DuPage,College of DuPage,www.cod.edu,MRO,425 Fawell Boulevard,,Glen Ellyn,IL,2,,
4439,Chattanooga State Community College,Chattanooga State Co,www.chattanoogastate.edu,SRO,4501 Amnicola Highway,,Chattanooga,TN,2,,
4440,Columbus College of Art and Design,Columbus College of,www.ccad.edu,MRO,60 Cleveland Avenue,,Columbus,OH,5,,1024
4443,Florida College of Natural Health: Pompano Beach,Florida Coll Nat. He,www.fcnh.com,SRO,"2001 West Sample Road, Suite 100",,Pompano Beach,FL,2,,
4444,Central Ohio Technical College,Central Ohio Technic,www.cotc.edu,MRO,1179 University Drive,,Newark,OH,2,,2187
4445,Western Technical College,Western Technical Co,www.westerntc.edu,MRO,400 Seventh Street North,,La Crosse,WI,2,,
4446,Ohio Christian University,Ohio Christian Unive,www.ohiochristian.edu,MRO,1476 Lancaster Pike,,Circleville,OH,5,34,3688
4448,City Colleges of Chicago: Harold Washington College,City Coll Chicago Wa,www.ccc.edu,MRO,30 East Lake Street,,Chicago,IL,2,,
4449,Northeastern Illinois University,Northeastern Illinoi,www.neiu.edu,MRO,5500 North St. Louis Avenue,,Chicago,IL,5,,7014
4450,Cincinnati Christian University,Cincinnati Christian,www.ccuniversity.edu,MRO,2700 Glenway Avenue,,Cincinnati,OH,5,,
4451,City Colleges of Chicago: Richard J. Daley College,City Coll Chicago Da,www.ccc.edu,MRO,7500 South Pulaski Road,,Chicago,IL,2,,
4452,Concordia University,Concordia University,www.cuaa.edu,MRO,4090 Geddes Road,,Ann Arbor,MI,5,,
4453,Calvin College,Calvin College,www.calvin.edu,MRO,3201 Burton Street Southeast,,Grand Rapids,MI,5,72,3656
4455,Christian Brothers University,Christian Brothers U,www.cbu.edu,SRO,650 East Parkway South,,Memphis,TN,5,,
4456,Cleary University,Cleary University,www.cleary.edu,MRO,3750 Cleary Drive,,Howell,MI,5,,
4457,Cleveland Institute of Music,Cleveland Inst of Mu,www.cim.edu,MRO,11021 East Boulevard,,Cleveland,OH,5,,
4460,Florida College of Natural Health: Maitland,Florida Coll Nat. He,www.fcnh.com,SRO,2600 Lake Lucien Drive; Suite 240,,Maitland,FL,2,,
4461,Bermuda College,Bermuda College,www.bercol.bm,,21 Stonington Avenue,,Paget,,2,,
4462,Northern Illinois University,Northern Illinois Un,www.niu.edu,MRO,1425 West Lincoln Highway,,DeKalb,IL,5,45,13427
4463,Ohio University: Southern Campus at Ironton,Ohio University: Sou,www.ohio.edu/southern,MRO,1804 Liberty Avenue,,Ironton,OH,5,,
4467,Halifax Community College,Halifax Community Co,www.halifaxcc.edu,SRO,"100 College Drive, P O Drawer 809",,Weldon,NC,2,,
4470,Kehilath Yakov Rabbinical Seminary,Kehilath Yakov Rabbi,www.kehilathyakov.com,MSRO,340 Ilington Road,,Ossining,NY,5,,
4473,Wisconsin Lutheran College,Wisconsin Lutheran C,www.wlc.edu,MRO,8800 W Bluemound Rd,,Milwaukee,WI,5,67,982
4474,Grace College,Grace College,www.grace.edu,MRO,200 Seminary Drive,,Winona Lake,IN,5,72,
4476,Cabarrus College of Health Sciences,Cabarrus Coll Health,www.cabarruscollege.edu,SRO,401 Medical Park Drive,,Concord,NC,5,,
4477,Western Governors University,Western Governors Un,www.wgu.edu,WRO,4001 South 700 East,Suite 300,Salt Lake City,UT,5,,
4479,Hinds Community College,Hinds Community Coll,www.hindscc.edu,SRO,PO Box 1100,,Raymond,MS,2,,9802
4480,Columbia State Community College,Columbia State Comm,www.columbiastate.edu,SRO,1665 Hampshire Pike,,Columbia,TN,2,,
4485,Bluffton University,Bluffton University,www.bluffton.edu,MRO,1 University Drive,,Bluffton,OH,5,,713
4490,Plaza College,Plaza College,www.plazacollege.edu,MSRO,118-33 Queens Boulevard,,Forest Hills,NY,2,,
4493,Miller-Motte Technical College,Miller-Motte Tech Co,www.miller-motte.edu,SRO,"8085 Rivers Avenue, Suite E",,North Charleston,SC,2,,
4494,Western Technical College: Diana Drive,Western Tech Coll: D,www.westerntech.edu,SWRO,9451 Diana Drive,,El Paso,TX,2,,
4495,Columbia Southern University,Columbia Southern Un,www.columbiasouthern.edu,SRO,21982 University Lane,,Orange Beach,AL,5,,24708
4500,Platt College: Los Angeles,Platt College: Los A,www.plattcollege.edu,WRO,1000 South Fremont Avenue A9W,,Alhambra,CA,2,,
4501,Middle Tennessee State University,Middle Tennessee Sta,www.mtsu.edu,SRO,1301 East Main Street,,Murfreesboro,TN,5,44,18600
4503,DeVry University: Fort Washington,DeVry Univ: Ft Washi,www.devry.edu,MSRO,1140 Virginia Drive,,Fort Washington,PA,5,,
4504,DeVry University: Miramar,DeVry Univ: Miramar,www.devry.edu,SRO,2300 SW 145th Avenue,,Miramar,FL,5,,
4506,Stevens-Henager College: Murray,Stevens-Henager Coll,www.stevenshenager.edu,WRO,383 West Vine Street,,Salt Lake City,UT,5,,
4507,Arkansas State University Mid-South,Arkansas State U MS,www.asumidsouth.edu,SWRO,2000 West Broadway,,West Memphis,AR,2,,858
4508,West Virginia Business College: Nutter Fort,West Virginia Bus. C,www.wvbc.edu,MRO,116 Pennsylvania Avenue,,Benwood,WV,2,,
4509,Bethesda University of California,Bethesda University,www.buc.edu,WRO,730 North Euclid Street,,Anaheim,CA,5,,
4512,Northwest Indian College,Northwest Indian Col,www.nwic.edu,WRO,2522 Kwina Road,,Bellingham,WA,2,,564
4513,College of Menominee Nation,College of Menominee,www.menominee.edu,MRO,PO Box 1179,,Keshena,WI,2,,
4530,International College of Broadcasting,International Coll B,www.icb.edu,MRO,6 South Smithville Road,,Dayton,OH,2,,
4548,National College: Nashville,National Coll: Nashv,www.ncbt.edu,SRO,1638 Bell Road,,Nashville,TN,2,,
4553,Southern Baptist Theological Seminary,Southern Baptist The,www.sbts.edu,SRO,2825 Lexington Road,,Louisville,KY,6,,
4564,Mount Carmel College of Nursing,Mount Carmel Coll of,www.mccn.edu,MRO,127 South Davis Avenue,,Columbus,OH,5,73,878
4581,Our Lady of the Lake College,Our Lady of the Lake,www.ololcollege.edu,SRO,5414 Brittany Drive,,Baton Rouge,LA,5,,
4582,Turtle Mountain Community College,Turtle Mountain Comm,www.tm.edu,MRO,PO Box 340,,Belcourt,ND,2,,
4622,Carolina Christian College,Carolina Christian C,www.carolina.edu,SRO,PO Box 777,,Winston-Salem,NC,5,,
4623,Allegheny Wesleyan College,Allegheny Wesleyan C,www.awc.edu,MRO,2161 Woodsdale Road,,Salem,OH,5,,
4624,Tri-State Bible College,Tri-State Bible Coll,www.tsbc.edu,MRO,"506 Margaret Street, PO Box 445",,South Point,OH,5,,
4625,Williamson College,Williamson College,www.williamsoncc.edu,SRO,274 Mallory Station Road,,Franklin,TN,5,,
4627,Ecclesia College,Ecclesia College,www.ecollege.edu,SWRO,9653 Nations Drive,,Springdale,AR,5,,229
4630,Family of Faith College,Family of Faith Coll,www.familyoffaithcollege.edu,SWRO,PO Box 1805,,Shawnee,OK,5,,
4631,Baptist University of the Americas,Baptist Univ of the,www.bua.edu,SWRO,8019 South Pan Am Expressway,,San Antonio,TX,5,,
4633,World Mission University,World Mission Univer,www.wmu.edu,WRO,500 Shatto Place,,Los Angeles,CA,5,,
4634,Huntsville Bible College,Huntsville Bible Col,www.hbc1.edu,SRO,906 Oakwood Avenue,,Huntsville,AL,5,,
4638,W.L. Bonner Bible College,W.L. Bonner Bible Co,www.wlbc.edu,SRO,4430 Argent Court,,Columbia,SC,5,,
4640,American Public University System,American Public Univ,www.apus.edu,MRO,111 West Congress Street,,Charles Town,WV,5,,36097
4641,Dunlap-Stone University,Dunlap-Stone Univers,www.dunlap-stone.edu,WRO,11225 North 28th Drive Suite B201,,Phoenix,AZ,5,,
4643,Southwest University,Southwest University,www.southwest.edu,SRO,2200 Veterans Memorial Boulevard,,Kenner,LA,5,,
4645,University of Management and Technology,Univ of Mangement &,www.umtweb.edu,SRO,"1901 Fort Myer Drive, Suite 700",,Arlington,VA,5,,
4646,Catholic Distance University,Catholic Distance Un,www.cdu.edu,MRO,115 West Congress Street,,Charles Town,WV,3,,
4651,Bryant & Stratton College: Syracuse North,Bryant & Stratton Sy,www.bryantstratton.edu,MSRO,8687 Carling Road,,Liverpool,NY,2,,
4652,Bryant & Stratton College: Henrietta,Bryant & Stratton He,www.bryantstratton.edu,MSRO,1225 Jefferson Road,,Rochester,NY,2,,
4658,Medaille College: Rochester,Medaille College: Ro,www.medaille.edu,MSRO,1880 South Winton Road,,Rochester,NY,5,,
4665,The King's College,The King's College,www.tkc.edu,MSRO,56 Broadway,,New York,NY,5,51,533
4666,Virginia College in Mobile,Virginia College in,www.vc.edu,SRO,"3725 Airport Boulevard, Suite 165",,Mobile,AL,2,,
4669,Art Institute of Tucson,Art Institute of Tuc,www.artinstitutes.edu/tucson,WRO,"5099 East Grant Road, #100",,Tucson,AZ,5,,
4672,Le Cordon Bleu College of Culinary Arts: Los Angeles,Le Cordon Bleu Coll,www.chefs.edu/los-angeles,WRO,530 East Colorado Boulevard,,Pasadena,CA,2,,
4676,Kaplan College: Sacramento,Kaplan College: Sacr,https://www.kaplancollege.com/sacramento-ca,WRO,"4330 Watt Avenue, Suite 400",,Sacramento,CA,2,,
4677,Sage College,Sage College,www.sagecollege.edu,WRO,"12125 Day Street, Building L",,Moreno Valley,CA,2,,
4678,Santa Barbara Business College: Ventura,Santa Barbara BC: Ve,www.sbbcollege.edu,WRO,4839 Market Street,,Ventura,CA,2,,
4679,West Coast University: Los Angeles,West Coast Universit,www.westcoastuniversity.edu,WRO,12215 Victory Boulevard,,North Hollywood,CA,5,,
4681,Florida Career College: Hialeah,Florida Career Coll,www.careercollege.edu,SRO,3750 West 18th Avenue,,Hialeah,FL,2,,
4682,Florida Career College: West Palm Beach,Florida Career Coll,www.careercollege.edu,SRO,6058 Okeechobee Boulevard,,West Palm Beach,FL,2,,
4684,Everest University: Orange Park,Everest University:,www.everest.edu,SRO,805 Wells Road,,Orange Park,FL,5,,
4687,Le Cordon Bleu College of Culinary Arts: Orlando,Le Cordon Bleu Coll,www.chefs.edu/Orlando,SRO,"8511 Commodity Circle, Suite 100",,Orlando,FL,2,,
4688,Virginia College in Pensacola,Virginia College in,www.vc.edu/pensacola,SRO,19 West Garden Street,,Pensacola,FL,2,,
4690,Gwinnett College,Gwinnett College,www.gwinnettcollege.edu,SRO,"4230 Highway 29, Suite 11",,Lilburn,GA,2,,
4698,Brookline College: Albuquerque,Brookline College: A,www.brooklinecollege.edu,SWRO,"4201 Central Avenue NW, Suite J",,Albuquerque,NM,2,,
4699,ASA College,ASA College,www.asa.edu,MSRO,81 Willoughby Street,,Brooklyn,NY,2,,4677
4700,Elmira Business Institute: Vestal,Elmira Business Inst,www.elmirabusinessinstitute.edu,MSRO,4100 Vestal Road,,Vestal,NY,2,,
4701,Long Island Business Institute,Long Island Business,www.libi.edu,MSRO,"136-18 39th Avenue, 5th Floor",,Flushing,NY,2,,
4706,National College: Kettering,National College: Ke,www.national-college.edu,MRO,1837 Woodman Center Drive,,Kettering,OH,2,,
4708,Pioneer Pacific College: Springfield,Pioneer Pacific Coll,www.pioneerpacific.edu,WRO,3800 Sports Way,,Springfield,OR,2,,
4711,Daymar Institute: Murfreesboro,Daymar Institute: Mu,www.daymarinstitute.edu,SRO,415 Golden Bear Court,,Murfreesboro,TN,2,,
4712,Miller-Motte Technical College: Chattanooga,Miller-Motte Tech Co,www.miller-motte.edu,SRO,"6020 Shallowford Road, Suite 100",,Chattanooga,TN,2,,
4713,National College: Knoxville,National College: Kn,www.ncbt.edu,SRO,8415 Kingston Pike,,Knoxville,TN,2,,
4714,West Tennessee Business College,West Tennessee Busin,www.wtbc.edu,SRO,1186 Highway 45 Bypass,,Jackson,TN,2,,
4718,Virginia College in Austin,Virginia College in,www.vc.edu/campus/austin-texas-college.cfm,SWRO,14200 N Interstate Highway 35,,Austin,TX,2,,
4721,Neumont College of Computer Science,Neumont College of C,www.neumont.edu,WRO,143 South Main St,,Salt Lake City,UT,5,,
4726,Miller-Motte Technical College: Lynchburg,Miller-Motte Tech Co,www.miller-motte.edu,SRO,1011 Creekside Lane,,Lynchburg,VA,2,,
4730,Stratford University: Falls Church,Stratford Univ. Fall,www.stratford.edu,SRO,7777 Leesburg Pike Suite 1LN,,Falls Church,VA,5,,2171
4731,Stratford University: Woodbridge,Stratford Univ. Wood,www.stratford.edu,SRO,14349 Gideon Drive,,Woodbridge,VA,5,,
4733,Ilisagvik College,Ilisagvik College,www.ilisagvik.edu,WRO,PO Box 749,,Barrow,AK,2,,
4734,Bates Technical College,Bates Technical Coll,www.bates.ctc.edu,WRO,1101 South Yakima Avenue,,Tacoma,WA,2,,
4735,Cascadia College,Cascadia Coll,www.cascadia.edu,WRO,18345 Campus Way NE,,Bothell,WA,2,,2269
4736,Tohono O'odham Community College,Tohono O'odham Comm,www.tocc.edu,WRO,PO Box 3129,,Sells,AZ,2,,330
4738,Manhattan Area Technical College,Manhattan Area Techn,www.manhattantech.edu,MRO,3136 Dickens Avenue,,Manhattan,KS,2,,352
4740,Saginaw Chippewa Tribal College,Saginaw Chippewa Tri,www.sagchip.edu,MRO,2274 Enterprise Drive,,Mount Pleasant,MI,2,,
4741,Southeast Missouri Hospital College of Nursing and Health Sciences,Southeast Missouri H,www.sehcollege.edu,MRO,2001 William Street,,Cape Girardeau,MO,2,,
4742,Navajo Technical University,Navajo Technical Uni,www.navajotech.edu,SWRO,PO Box 849,,Crownpoint,NM,2,,
4743,Good Samaritan College of Nursing and Health Science,Good Samaritan Coll,www.gscollege.edu,MRO,375 Dixmyth Avenue,,Cincinnati,OH,2,,
4745,Mercy College of Ohio,Mercy College of Ohi,www.mercycollege.edu,MRO,2221 Madison Avenue,,Toledo,OH,5,93,1402
4747,Arkansas State University: Newport,Arkansas State Univ,www.asun.edu,SWRO,7648 Victory Boulevard,,Newport,AR,2,,
4748,St. John's College,St. John's College (,www.sjcs.edu,MRO,729 East Carpenter Street,,Springfield,IL,3,,118
4749,Trinity College of Nursing & Health Sciences,Trinity College of N,www.trinitycollegeqc.edu,MRO,2122 25th Avenue,,Rock Island,IL,5,,213
4750,Walden University,Walden University,www.waldenu.edu,MRO,"100 Washington Ave South, Suite 900",,Minneapolis,MN,5,,6538
4751,State Technical College of Missouri,State Tech Coll of M,www.statetechmo.edu,MRO,One Technology Drive,,Linn,MO,2,,1134
4754,Centro de Estudios Multidisciplinarios,Centro de Estudios M,www.cempr.edu,IRO,"1206 13th Street, Ext. San Agustin",,San Juan,PR,2,,
4755,CollegeAmerica: Colorado Springs,CollegeAmerica: Colo,www.collegeamerica.edu,WRO,"2020 North Academy Blvd., Suite 100",,Colorado Springs,CO,5,,
4756,CollegeAmerica: Fort Collins,CollegeAmerica: Fort,www.collegeamerica.edu,WRO,4601 South Mason Street,,Fort Collins,CO,5,,
4757,DigiPen Institute of Technology,DigiPen Institute of,www.digipen.edu,WRO,9931 Willows Road NE,,Redmond,WA,5,,
4762,Southeastern College: Miami Lakes,Southeastern C: Miam,www.sec.edu,SRO,17395 NW 59th Avenue,,Miami Lakes,FL,2,,
4763,Southeastern College: Greenacres,Southeastern Coll: G,www.sec.edu,SRO,6812 Forest Hill Boulevard,,Greenacres,FL,2,,
4766,Le Cordon Bleu College of Culinary Arts: Atlanta,Le Cordon Bleu Coll,www.chefs.edu/Atlanta,SRO,1927 Lakeside Parkway,,Tucker,GA,2,,
4767,Fortis College: Cuyahoga,Fortis College: Cuya,www.fortis.edu,MRO,2545 Bailey Road,,Cuyahoga Falls,OH,2,,
4768,Bryan College: Sacramento,Bryan College: Sacra,www.bryancollege.edu,WRO,2317 Gold Meadow Way,,Gold River,CA,2,,
4769,Ponce Paramedical College,Ponce Paramedical Co,www.popac.edu,IRO,PO Box 800106,,Coto Laurel,PR,2,,
4772,Universal Technology College of Puerto Rico,Universal Tech Coll,www.unitecpr.edu,IRO,"Apartado 1955, Victoria Station",,Aguadilla,PR,2,,
4773,Vatterott College: Cleveland,Vatterott College: C,www.vatterott-college.edu,MRO,5025 East Royalton Road,,Broadview Heights,OH,2,,
4774,Vatterott College: Memphis,Vatterott College: M,www.vatterott.edu,SRO,2655 Dividend Drive,,Memphis,TN,2,,
4775,Le Cordon Bleu College of Culinary Arts: Portland,Le Cordon Bleu Coll,www.chefs.edu/portland,WRO,"600 SW 10th Avenue, Suite #500",,Portland,OR,2,,
4777,Rabbi Jacob Joseph School,Rabbi Jacob Joseph S,,MSRO,One Plainfield Avenue,,Edison,NJ,5,,
4779,Rabbinical College of Ohr Shimon Yisroel,Rabbinical Coll Ohr,,MSRO,215-217 Hewes Street,,Brooklyn,NY,5,,
4781,Yeshiva D'Monsey Rabbinical College,Yeshiva D'Monsey Rab,,MSRO,2 Roman Boulevard,,Monsey,NY,5,,
4782,Yeshiva Gedolah Imrei Yosef D'Spinka,Yeshiva Gedolah Imre,,MSRO,1466 56th Street,,Brooklyn,NY,5,,
4783,Yeshiva Karlin Stolin,Yeshiva Karlin Stoli,,MSRO,1818 54th Street,,Brooklyn,NY,5,,
4784,Yeshiva and Kollel Harbotzas Torah,Yeshiva and Kollel H,,MSRO,1049 East 15th Street,,Brooklyn,NY,5,,
4787,Yeshivath Viznitz,Yeshivath Viznitz,,MSRO,25 Phyllis Terrace,,Monsey,NY,5,,
4788,Yeshiva Shaarei Torah of Rockland,Yeshiva Shaarei Tora,www.yst.edu,MSRO,91 West Carlton Road,,Suffern,NY,5,,
4789,Beis Medrash Heichal Dovid,Beis Medrash Heichal,,MSRO,257 Beach 17th Street,,Far Rockaway,NY,5,,
4790,U.T.A. Mesivta-Kiryas Joel,U.T.A. Mesivta-Kirya,,MSRO,"48 Bakertown Road, Suite 501",,Monroe,NY,5,,
4791,Yeshiva Gedolah Rabbinical College,Yeshiva Gedolah Rabb,,SRO,1140 Alton Road,,Miami Beach,FL,5,,
4792,Yeshiva and Kolel Bais Medrash Elyon,Yeshiva and Kolel Ba,,MSRO,73 Main Street,,Monsey,NY,5,,
4793,Yeshivat Mikdash Melech,Yeshivat Mikdash Mel,www.mikdashmelech.net,MSRO,1326 Ocean Parkway,,Brooklyn,NY,6,,
4794,Yeshiva College of the Nations Capital,Yeshiva C of Nations,,MSRO,1216 Arcola Avenue,,Silver Spring,MD,5,,
4796,Carver College,Carver College,www.carver.edu,SRO,"3870 Cascade Road, SW",,Atlanta,GA,5,,
112926,Wichita Area Technical College,Wichita Area Technic,www.watc.edu,MRO,"4004 North Webb Road, Suite 100",,Wichita,KS,2,,
160032,University of California: Merced,Univ of Calif Merced,www.ucmerced.edu,WRO,5200 North Lake Road,,Merced,CA,5,64,
200914,Johnson & Wales University: Charlotte,Johnson & Wales Univ,https://www1.jwu.edu/admissions/,SRO,801 West Trade Street,,Charlotte,NC,5,47,1891
201008,St. Vincent's College,St. Vincent's Colleg,www.stvincentscollege.edu,NERO,2800 Main Street,,Bridgeport,CT,2,,
201058,Professional Golfers Career College: Orlando,Professional Golfers,www.golfcollege.edu,SRO,510 S Hunt Club Blvd,,Apopka,FL,2,,
201059,Le Cordon Bleu College of Culinary Arts: Minneapolis-St. Paul,Le Cordon Bleu Coll,www.chefs.edu/Minneapolis-St-Paul,MRO,1315 Mendota Heights Road,,Mendota Heights,MN,2,,
201060,California State University: Channel Islands,California SU Channe,www.csuci.edu,WRO,One University Drive,,Camarillo,CA,5,,
201067,Delaware College of Art and Design,Delaware Coll Art an,www.dcad.edu,MSRO,600 North Market Street,,Wilmington,DE,2,,
201068,Concorde Career College: Aurora,Concorde Career Coll,www.concorde.edu,WRO,111 North Havana Street,,Aurora,CO,2,,
201101,National University College: Rio Grande,National University,www.nuc.edu,IRO,PO Box 3064,,Rio Grande,PR,4,,
201104,Atlanta Technical College,Atlanta Technical Co,www.atlantatech.edu,SRO,"1560 Metropolitan Parkway, SW",,Atlanta,GA,2,,3874
201105,New River Community and Technical College,New River Comm and T,www.newriver.edu,MRO,280 University Drive,,Beaver,WV,2,,
201110,South Louisiana Community College,South Louisiana Comm,www.solacc.edu,SRO,1101 Bertrand Drive,,Lafayette,LA,2,,
201112,Folsom Lake College,Folsom Lake College,www.flc.losrios.edu,WRO,10 College Parkway,,Folsom,CA,2,,
201113,Southeastern Technical College,Southeastern Technic,www.southeasterntech.edu,SRO,3001 East First Street,,Vidalia,GA,2,,1255
201114,Universidad Central del Caribe,Universidad Central,www.uccaribe.edu,IRO,"Avenida Laurel, Santa Juanita",,Bayamon,PR,5,,
201115,Universidad Pentecostal Mizpa,Universidad Pentecos,www.mizpa.edu,IRO,RR 16 Box 4800,,San Juan,PR,5,,233
201121,Miami-Jacobs Career College: Sharonville,Miami-Jacobs Career,www.miamijacobs.edu,MRO,"Two Crowne Point Court, Suite 100",,Sharonville,OH,2,,
201123,Pennsylvania College of Art and Design,Pennsylvania College,www.pcad.edu,MSRO,"PO Box 59, 204 North Prince Street",,Lancaster,PA,5,43,257
201154,Carlos Albizu University: San Juan,Carlos Albizu Univ:,www.albizu.edu,IRO,151 Tanca Street,,San Juan,PR,3,,
201155,Colegio de Cinematografia Artes y Television,"Colegio de Cine, Art",www.ccat.edu,IRO,PO BOX 10774,,San Juan,PR,2,,
201156,United States Sports Academy,United States Sports,www.ussa.edu,SRO,One Academy Drive,,Daphne,AL,3,,124
201570,Denver School of Nursing,Denver School of Nur,www.denverschoolofnursing.edu,WRO,1401 19th Street,,Denver,CO,5,,
202070,American University in Bulgaria,American Univ in Bul,http://www.aubg.edu,,One Georgi Izmirliev Square,,Blagoevgrad,,5,,
202081,Careers Unlimited,Careers Unlimited,www.ucdh.edu,WRO,1176 South 1480 West,,Orem,UT,2,,
202082,Baptist College of Health Sciences,Baptist College of H,www.bchs.edu,SRO,1003 Monroe Avenue,,Memphis,TN,5,,
202083,Soka University of America,Soka University of A,www.soka.edu,WRO,1 University Drive,,Aliso Viejo,CA,5,94,412
202097,Stautzenberger College: Brecksville,Stautzenberger Coll:,www.sctoday.edu,MRO,8001 Katherine Boulevard,,Brecksville,OH,2,,
202098,Vatterott College: O'Fallon,Vatterott College: O,www.vatterott-college.edu,MRO,3350 West Clay Street,,Saint Charles,MO,2,,
202107,Bolivar Technical College,Bolivar Technical Co,www.bolivarcollege.org,MRO,1135 North Oakland Avenue PO Box 592,,Bolivar,MO,2,,125
202111,Virginia College in Biloxi,Virginia College in,www.vc.edu/college/biloxi-colleges-mississippi.cfm,SRO,920 Cedar Lake Road,,Biloxi,MS,2,,
202112,Quest University Canada,Quest Univ Canada,www.questu.ca,,,,,,5,,
202119,Triangle Tech: Sunbury,Triangle Tech: Sunbu,www.triangle-tech.edu,MSRO,191 Performance Road,,Sunbury,PA,2,,
202120,Texas County Technical College,Texas County Technic,www.texascountytech.edu,MRO,PO Box 314,,Houston,MO,2,,57
202124,River Parishes Community College,River Parishes Comm,www.rpcc.edu,SRO,PO Box 2367,7384 John LeBlanc Rd.,Gonzales,LA,2,,
202127,Advanced Technology Institute,Advanced Technology,www.auto.edu,SRO,5700 Southern Boulevard,,Virginia Beach,VA,2,,
202132,Epic Bible College,Epic Bible College,https://epic.edu/,WRO,4330 Auburn Boulevard,,Sacramento,CA,2,,140
202136,Stevens-Henager College: Boise,Stevens-Henager Coll,www.stevenshenager.edu,WRO,1444 S Entertainment Avenue,,Boise,ID,2,,
202174,College of Business and Technology: Flagler,College of Bus & Tec,www.cbt.edu,SRO,8230 West Flagler Street,,Miami,FL,2,,
202175,Southern Virginia University,Southern Virginia Un,www.svu.edu,SRO,One University Hill Drive,,Buena Vista,VA,5,,
202179,California College San Diego,California College S,www.cc-sd.edu,WRO,"6602 Convoy Court, Suite 100",,San Diego,CA,5,,
202180,College of Business and Technology: Kendall,College of Bus & Tec,www.cbt.edu,SRO,8700 W Flagler Street Suite 420,,Miami,FL,2,,4
203835,Wiregrass Georgia Technical College,Wiregrass Georgia Te,https://wiregrass.edu,SRO,4089 Val Tech Road,,Valdosta,GA,2,,2405
205439,Argosy University: Atlanta,Argosy University: A,www.argosy.edu/atlanta,SRO,"980 Hammond Drive, Suite 100",,Atlanta,GA,5,,
213324,Art Institute of California: Inland Empire,Art Inst Cali: Inlan,www.artinstitutes.edu/inland-empire,WRO,674 East Brier Drive,,San Bernardino,CA,5,,
213363,DeVry University: Online,DeVry University: On,www.devry.edu,MRO,1221 North Swift Road,,Addison,IL,5,,
213464,New Hampshire Institute of Art,New Hampshire Instit,www.nhia.edu,NERO,148 Concord Street,,Manchester,NH,5,48,
213544,Yonsei University,Yonsei University,http://iadmission.yonsei.ac.kr/admission_en/index.do,,"262 Seongsanno, Seodaemun-gu",Seodaemun-Gu,Seoul,,5,,
213560,Argosy University: Twin Cities,Argosy University: T,www.argosy.edu/twincities,MRO,1515 Central Parkway,,Eagan,MN,5,,
213584,Oregon College of Art & Craft,Oregon College of Ar,www.ocac.edu,WRO,8245 SW Barnes Road,,Portland,OR,5,,
213633,Florida Career College: Lauderdale Lakes,Florida Career Coll,www.anthem.edu,SRO,3383 North State Road 7,,Lauderdale Lakes,FL,5,,
213634,Baker College of Allen Park,Baker College of All,www.baker.edu,MRO,4500 Enterprise Drive,,Allen Park,MI,5,,
213655,Le Cordon Bleu College of Culinary Arts: Austin,Le Cordon Bleu Coll,www.chefs.edu/austin,SWRO,"3110 Esperanza Crossing, Suite 100",,Austin,TX,2,,
213666,Blue Ridge Community and Technical College,Blue Ridge Comm & Te,www.blueridgectc.edu,MRO,13650 Apple Harvest Drive,,Martinsburg,WV,2,,
213671,"Deree College, The American College of Greece","Deree Coll, American",http://www.acg.edu/,,6 Gravias Street,,Athens,,5,,
213672,Notre Dame University: Louaize,Notre Dame Universit,www.ndu.edu.lb,,PO Box 72 Zouk Mikael,,Zouk Mosbeh,,9,,
213674,Ecole Hoteliere de Lausanne,Ecole Hoteliere de L,www.ehl.edu,,Route de Cojonnex 18,,Lausanne,,5,,
213702,University of South Florida: Saint Petersburg,Univ of South Florid,www.usfsp.edu,SRO,140 Seventh Avenue South,,St. Petersburg,FL,5,,4162
213766,Roseman University of Health Sciences,Roseman Univ of Heal,www.roseman.edu,WRO,11 Sunset Way,,Henderson,NV,3,,
213903,Ave Maria University,Ave Maria University,www.avemaria.edu,SRO,5050 Ave Maria Boulevard,,Ave Maria,FL,5,54,1039
213939,Saint Louis University: Madrid,Saint Louis Universi,http://www.slu.edu/madrid,,"Avenida del Valle, 34",,Madrid,,5,,
214095,Vet Tech Institute of Houston,Vet Tech Institute o,www.bradfordschools.com,SWRO,4669 Southwest Freeway,Suite 300,Houston,TX,2,,
214097,John Cabot University,John Cabot Universit,www.johncabot.edu,,"Via della Lungara, 233",,Rome,,5,,
214156,Aspen University,Aspen University,www.aspen.edu,WRO,"720 South Colorado Boulevard, Suite 1150N",,Denver,CO,5,,
214177,Madison Media Institute,Madison Media Instit,www.mediainstitute.edu,MRO,2702 Agriculture Drive,,Madison,WI,2,,
214199,California Coast University,California Coast Uni,www.calcoast.edu,WRO,925 North Spurgeon Street,,Santa Ana,CA,5,,
214202,White Earth Tribal and Community College,White Earth Tribal a,www.wetcc.edu,MRO,PO Box 478,,Mahnomen,MN,2,,82
214289,Eagle Gate College: Layton,Eagle Gate College:,www.eaglegatecollege.edu,WRO,915 North 400 West Layton,,Layton,UT,2,,
214290,Eagle Gate College: Murray,Eagle Gate College:,www.eaglegatecollege.edu,WRO,5588 South Green Street,,Murray,UT,2,,
